country;year;sex;age;suicides_no;population;suicides/100k pop; gdp_for_year ($) ;gdp_per_capita ($);generation
Saint Vincent and Grenadines;2014;female;25-34 years;0;8665;0;0,7251852;7203;Millenials
Saint Vincent and Grenadines;2014;female;35-54 years;0;13751;0;0,7251852;7203;Generation X
Saint Vincent and Grenadines;2014;female;5-14 years;0;9144;0;0,7251852;7203;Generation Z
Saint Vincent and Grenadines;2014;female;55-74 years;0;6689;0;0,7251852;7203;Boomers
Saint Vincent and Grenadines;2014;female;75+ years;0;1991;0;0,7251852;7203;Silent
Saint Vincent and Grenadines;2014;male;15-24 years;0;9888;0;0,7251852;7203;Millenials
Saint Vincent and Grenadines;2014;male;35-54 years;0;14629;0;0,7251852;7203;Generation X
Saint Vincent and Grenadines;2014;male;5-14 years;0;9346;0;0,7251852;7203;Generation Z
Saint Vincent and Grenadines;2014;male;55-74 years;0;6680;0;0,7251852;7203;Boomers
Saint Vincent and Grenadines;2015;female;5-14 years;1;9071;1102;0,7566667;7496;Generation Z
Saint Vincent and Grenadines;2015;male;15-24 years;1;9783;1022;0,7566667;7496;Millenials
Saint Vincent and Grenadines;2015;male;35-54 years;1;14619;684;0,7566667;7496;Generation X
Saint Vincent and Grenadines;2015;female;15-24 years;0;9515;0;0,7566667;7496;Millenials
Saint Vincent and Grenadines;2015;female;25-34 years;0;8622;0;0,7566667;7496;Millenials
Saint Vincent and Grenadines;2015;female;35-54 years;0;13809;0;0,7566667;7496;Generation X
Saint Vincent and Grenadines;2015;female;55-74 years;0;6999;0;0,7566667;7496;Boomers
Saint Vincent and Grenadines;2015;female;75+ years;0;2012;0;0,7566667;7496;Silent
Saint Vincent and Grenadines;2015;male;25-34 years;0;8762;0;0,7566667;7496;Millenials
Saint Vincent and Grenadines;2015;male;5-14 years;0;9266;0;0,7566667;7496;Generation Z
Saint Vincent and Grenadines;2015;male;55-74 years;0;7031;0;0,7566667;7496;Boomers
Saint Vincent and Grenadines;2015;male;75+ years;0;1459;0;0,7566667;7496;Silent
San Marino;1999;male;55-74 years;1;2542;3934;1,2156403;48255;Silent
San Marino;1999;male;35-54 years;1;3998;2501;1,2156403;48255;Boomers
San Marino;1999;female;15-24 years;0;1453;0;1,2156403;48255;Generation X
San Marino;1999;female;25-34 years;0;2329;0;1,2156403;48255;Generation X
San Marino;1999;female;35-54 years;0;4051;0;1,2156403;48255;Boomers
San Marino;1999;female;5-14 years;0;1227;0;1,2156403;48255;Millenials
San Marino;1999;female;55-74 years;0;2738;0;1,2156403;48255;Silent
San Marino;1999;female;75+ years;0;1147;0;1,2156403;48255;G.I. Generation
San Marino;1999;male;15-24 years;0;1539;0;1,2156403;48255;Generation X
San Marino;1999;male;25-34 years;0;2138;0;1,2156403;48255;Generation X
San Marino;1999;male;5-14 years;0;1309;0;1,2156403;48255;Millenials
San Marino;1999;male;75+ years;0;721;0;1,2156403;48255;G.I. Generation
San Marino;2000;male;25-34 years;1;2116;4726;1,1018979;43435;Generation X
San Marino;2000;female;15-24 years;0;1435;0;1,1018979;43435;Generation X
San Marino;2000;female;25-34 years;0;2238;0;1,1018979;43435;Generation X
San Marino;2000;female;35-54 years;0;4192;0;1,1018979;43435;Boomers
San Marino;2000;female;5-14 years;0;1225;0;1,1018979;43435;Millenials
San Marino;2000;female;55-74 years;0;2776;0;1,1018979;43435;Silent
San Marino;2000;female;75+ years;0;1194;0;1,1018979;43435;G.I. Generation
San Marino;2000;male;15-24 years;0;1412;0;1,1018979;43435;Generation X
San Marino;2000;male;35-54 years;0;4117;0;1,1018979;43435;Boomers
San Marino;2000;male;5-14 years;0;1321;0;1,1018979;43435;Millenials
San Marino;2000;male;55-74 years;0;2590;0;1,1018979;43435;Silent
San Marino;2000;male;75+ years;0;753;0;1,1018979;43435;G.I. Generation
San Marino;2005;male;55-74 years;1;2940;3401;1,9587116;69301;Silent
San Marino;2005;female;15-24 years;0;1325;0;1,9587116;69301;Millenials
San Marino;2005;female;25-34 years;0;2339;0;1,9587116;69301;Generation X
San Marino;2005;female;35-54 years;0;4856;0;1,9587116;69301;Boomers
San Marino;2005;female;5-14 years;0;1414;0;1,9587116;69301;Millenials
San Marino;2005;female;55-74 years;0;3105;0;1,9587116;69301;Silent
San Marino;2005;female;75+ years;0;1423;0;1,9587116;69301;Silent
San Marino;2005;male;15-24 years;0;1440;0;1,9587116;69301;Millenials
San Marino;2005;male;25-34 years;0;2176;0;1,9587116;69301;Generation X
San Marino;2005;male;35-54 years;0;4793;0;1,9587116;69301;Boomers
San Marino;2005;male;5-14 years;0;1545;0;1,9587116;69301;Millenials
San Marino;2005;male;75+ years;0;908;0;1,9587116;69301;Silent
Serbia;1998;male;75+ years;147;123440;11909;18,2841947;2547;G.I. Generation
Serbia;1998;male;55-74 years;382;817210;4674;18,2841947;2547;Silent
Serbia;1998;female;75+ years;70;200874;3485;18,2841947;2547;G.I. Generation
Serbia;1998;male;35-54 years;308;1082941;2844;18,2841947;2547;Boomers
Serbia;1998;male;25-34 years;107;480472;2227;18,2841947;2547;Generation X
Serbia;1998;female;55-74 years;197;969361;2032;18,2841947;2547;Silent
Serbia;1998;male;15-24 years;68;521985;1303;18,2841947;2547;Generation X
Serbia;1998;female;35-54 years;130;1097115;1185;18,2841947;2547;Boomers
Serbia;1998;female;25-34 years;26;481780;54;18,2841947;2547;Generation X
Serbia;1998;female;15-24 years;21;502071;418;18,2841947;2547;Generation X
Serbia;1998;male;5-14 years;3;460897;65;18,2841947;2547;Millenials
Serbia;1998;female;5-14 years;1;440856;23;18,2841947;2547;Millenials
Serbia;1999;male;75+ years;168;129749;12948;18,4093641;2570;G.I. Generation
Serbia;1999;female;75+ years;119;213084;5585;18,4093641;2570;G.I. Generation
Serbia;1999;male;55-74 years;413;804692;5132;18,4093641;2570;Silent
Serbia;1999;male;35-54 years;340;1085251;3133;18,4093641;2570;Boomers
Serbia;1999;female;55-74 years;201;953953;2107;18,4093641;2570;Silent
Serbia;1999;male;25-34 years;82;480354;1707;18,4093641;2570;Generation X
Serbia;1999;male;15-24 years;85;522386;1627;18,4093641;2570;Generation X
Serbia;1999;female;35-54 years;97;1102441;88;18,4093641;2570;Boomers
Serbia;1999;female;25-34 years;31;482265;643;18,4093641;2570;Generation X
Serbia;1999;female;15-24 years;29;503117;576;18,4093641;2570;Generation X
Serbia;1999;female;5-14 years;3;432529;69;18,4093641;2570;Millenials
Serbia;1999;male;5-14 years;3;453010;66;18,4093641;2570;Millenials
Serbia;2000;male;75+ years;162;135980;11914;6,5402472;915;G.I. Generation
Serbia;2000;male;55-74 years;417;788999;5285;6,5402472;915;Silent
Serbia;2000;female;75+ years;97;224751;4316;6,5402472;915;G.I. Generation
Serbia;2000;male;35-54 years;304;1091897;2784;6,5402472;915;Boomers
Serbia;2000;female;55-74 years;228;934771;2439;6,5402472;915;Silent
Serbia;2000;male;25-34 years;98;482971;2029;6,5402472;915;Generation X
Serbia;2000;male;15-24 years;83;521679;1591;6,5402472;915;Generation X
Serbia;2000;female;35-54 years;97;1110851;873;6,5402472;915;Boomers
Serbia;2000;female;25-34 years;31;484418;64;6,5402472;915;Generation X
Serbia;2000;female;15-24 years;17;502157;339;6,5402472;915;Generation X
Serbia;2000;male;5-14 years;5;445855;112;6,5402472;915;Millenials
Serbia;2000;female;5-14 years;4;424811;94;6,5402472;915;Millenials
Serbia;2001;male;75+ years;163;143189;11384;12,2671755;1718;Silent
Serbia;2001;male;55-74 years;366;776659;4712;12,2671755;1718;Silent
Serbia;2001;female;75+ years;85;237291;3582;12,2671755;1718;Silent
Serbia;2001;male;35-54 years;329;1097381;2998;12,2671755;1718;Boomers
Serbia;2001;male;25-34 years;92;487989;1885;12,2671755;1718;Generation X
Serbia;2001;female;55-74 years;173;918529;1883;12,2671755;1718;Silent
Serbia;2001;male;15-24 years;71;519061;1368;12,2671755;1718;Millenials
Serbia;2001;female;35-54 years;126;1117999;1127;12,2671755;1718;Boomers
Serbia;2001;female;25-34 years;21;488261;43;12,2671755;1718;Generation X
Serbia;2001;female;15-24 years;12;498990;24;12,2671755;1718;Millenials
Serbia;2001;male;5-14 years;4;439347;91;12,2671755;1718;Millenials
Serbia;2001;female;5-14 years;0;417714;0;12,2671755;1718;Millenials
Serbia;2002;male;75+ years;165;151768;10872;16,1168431;2258;Silent
Serbia;2002;male;55-74 years;410;772635;5307;16,1168431;2258;Silent
Serbia;2002;female;75+ years;96;250502;3832;16,1168431;2258;Silent
Serbia;2002;male;35-54 years;309;1094978;2822;16,1168431;2258;Boomers
Serbia;2002;male;25-34 years;94;494298;1902;16,1168431;2258;Generation X
Serbia;2002;female;55-74 years;169;910921;1855;16,1168431;2258;Silent
Serbia;2002;male;15-24 years;69;516180;1337;16,1168431;2258;Millenials
Serbia;2002;female;35-54 years;94;1116564;842;16,1168431;2258;Boomers
Serbia;2002;female;25-34 years;23;492285;467;16,1168431;2258;Generation X
Serbia;2002;female;15-24 years;13;495315;262;16,1168431;2258;Millenials
Serbia;2002;male;5-14 years;4;432109;93;16,1168431;2258;Millenials
Serbia;2002;female;5-14 years;0;410558;0;16,1168431;2258;Millenials
Serbia;2003;male;75+ years;158;160745;9829;21,1887041;2979;Silent
Serbia;2003;male;55-74 years;344;770873;4462;21,1887041;2979;Silent
Serbia;2003;female;75+ years;85;262606;3237;21,1887041;2979;Silent
Serbia;2003;male;35-54 years;342;1083446;3157;21,1887041;2979;Boomers
Serbia;2003;male;25-34 years;89;499406;1782;21,1887041;2979;Generation X
Serbia;2003;female;55-74 years;155;907413;1708;21,1887041;2979;Silent
Serbia;2003;male;15-24 years;64;511900;125;21,1887041;2979;Millenials
Serbia;2003;female;35-54 years;103;1106280;931;21,1887041;2979;Boomers
Serbia;2003;female;25-34 years;22;494582;445;21,1887041;2979;Generation X
Serbia;2003;female;15-24 years;16;490226;326;21,1887041;2979;Millenials
Serbia;2003;female;5-14 years;0;402011;0;21,1887041;2979;Millenials
Serbia;2003;male;5-14 years;0;422487;0;21,1887041;2979;Millenials
Serbia;2004;male;75+ years;176;170536;1032;24,8614833;3508;Silent
Serbia;2004;male;55-74 years;376;770962;4877;24,8614833;3508;Silent
Serbia;2004;male;35-54 years;296;1069970;2766;24,8614833;3508;Boomers
Serbia;2004;female;75+ years;64;274458;2332;24,8614833;3508;Silent
Serbia;2004;female;55-74 years;158;906656;1743;24,8614833;3508;Silent
Serbia;2004;male;25-34 years;74;504902;1466;24,8614833;3508;Generation X
Serbia;2004;male;15-24 years;55;506347;1086;24,8614833;3508;Millenials
Serbia;2004;female;35-54 years;117;1093778;107;24,8614833;3508;Boomers
Serbia;2004;female;25-34 years;20;497596;402;24,8614833;3508;Generation X
Serbia;2004;female;15-24 years;8;484852;165;24,8614833;3508;Millenials
Serbia;2004;male;5-14 years;1;413105;24;24,8614833;3508;Millenials
Serbia;2004;female;5-14 years;0;393202;0;24,8614833;3508;Millenials
Serbia;2005;male;75+ years;195;180107;10827;26,2520078;3719;Silent
Serbia;2005;male;55-74 years;382;773127;4941;26,2520078;3719;Silent
Serbia;2005;female;75+ years;103;286007;3601;26,2520078;3719;Silent
Serbia;2005;male;35-54 years;295;1054508;2798;26,2520078;3719;Boomers
Serbia;2005;female;55-74 years;172;907793;1895;26,2520078;3719;Silent
Serbia;2005;male;25-34 years;86;509858;1687;26,2520078;3719;Generation X
Serbia;2005;female;35-54 years;114;1078540;1057;26,2520078;3719;Boomers
Serbia;2005;male;15-24 years;45;499116;902;26,2520078;3719;Millenials
Serbia;2005;female;25-34 years;30;501034;599;26,2520078;3719;Generation X
Serbia;2005;female;15-24 years;12;478193;251;26,2520078;3719;Millenials
Serbia;2005;male;5-14 years;3;405216;74;26,2520078;3719;Millenials
Serbia;2005;female;5-14 years;0;385483;0;26,2520078;3719;Millenials
Serbia;2006;male;75+ years;196;189274;10355;30,6079919;4353;Silent
Serbia;2006;male;55-74 years;366;774694;4724;30,6079919;4353;Silent
Serbia;2006;female;75+ years;122;296792;4111;30,6079919;4353;Silent
Serbia;2006;male;35-54 years;312;1040532;2998;30,6079919;4353;Boomers
Serbia;2006;male;25-34 years;93;513643;1811;30,6079919;4353;Generation X
Serbia;2006;female;55-74 years;158;908095;174;30,6079919;4353;Silent
Serbia;2006;male;15-24 years;52;491590;1058;30,6079919;4353;Millenials
Serbia;2006;female;35-54 years;103;1064812;967;30,6079919;4353;Boomers
Serbia;2006;female;25-34 years;25;503695;496;30,6079919;4353;Generation X
Serbia;2006;female;15-24 years;14;470829;297;30,6079919;4353;Millenials
Serbia;2006;male;5-14 years;2;398605;5;30,6079919;4353;Millenials
Serbia;2006;female;5-14 years;0;379250;0;30,6079919;4353;Millenials
Serbia;2007;male;75+ years;180;196533;9159;40,2895567;5748;Silent
Serbia;2007;male;55-74 years;368;779298;4722;40,2895567;5748;Silent
Serbia;2007;female;75+ years;90;305647;2945;40,2895567;5748;Silent
Serbia;2007;male;35-54 years;272;1026072;2651;40,2895567;5748;Boomers
Serbia;2007;female;55-74 years;169;910892;1855;40,2895567;5748;Silent
Serbia;2007;male;25-34 years;88;516639;1703;40,2895567;5748;Generation X
Serbia;2007;male;15-24 years;60;483634;1241;40,2895567;5748;Millenials
Serbia;2007;female;35-54 years;92;1051329;875;40,2895567;5748;Boomers
Serbia;2007;female;25-34 years;22;505537;435;40,2895567;5748;Generation X
Serbia;2007;female;15-24 years;12;463240;259;40,2895567;5748;Millenials
Serbia;2007;female;5-14 years;0;375598;0;40,2895567;5748;Generation Z
Serbia;2007;male;5-14 years;0;395191;0;40,2895567;5748;Generation Z
Serbia;2008;male;75+ years;175;204761;8547;49,2595261;7049;Silent
Serbia;2008;male;55-74 years;296;787243;376;49,2595261;7049;Silent
Serbia;2008;male;35-54 years;296;1009044;2933;49,2595261;7049;Boomers
Serbia;2008;female;75+ years;91;315905;2881;49,2595261;7049;Silent
Serbia;2008;male;25-34 years;95;519052;183;49,2595261;7049;Generation X
Serbia;2008;female;55-74 years;153;916599;1669;49,2595261;7049;Silent
Serbia;2008;female;35-54 years;105;1035157;1014;49,2595261;7049;Boomers
Serbia;2008;male;15-24 years;41;474210;865;49,2595261;7049;Millenials
Serbia;2008;female;25-34 years;23;506464;454;49,2595261;7049;Generation X
Serbia;2008;female;15-24 years;14;453885;308;49,2595261;7049;Millenials
Serbia;2008;female;5-14 years;0;373176;0;49,2595261;7049;Generation Z
Serbia;2008;male;5-14 years;0;393036;0;49,2595261;7049;Generation Z
Serbia;2009;male;75+ years;204;212060;962;42,6166533;6116;Silent
Serbia;2009;male;55-74 years;341;795140;4289;42,6166533;6116;Silent
Serbia;2009;male;35-54 years;328;994315;3299;42,6166533;6116;Boomers
Serbia;2009;female;75+ years;92;324298;2837;42,6166533;6116;Silent
Serbia;2009;male;25-34 years;85;520754;1632;42,6166533;6116;Generation X
Serbia;2009;female;55-74 years;145;923078;1571;42,6166533;6116;Silent
Serbia;2009;female;35-54 years;102;1020674;999;42,6166533;6116;Boomers
Serbia;2009;male;15-24 years;38;464633;818;42,6166533;6116;Millenials
Serbia;2009;female;25-34 years;29;507066;572;42,6166533;6116;Generation X
Serbia;2009;female;15-24 years;8;443784;18;42,6166533;6116;Millenials
Serbia;2009;male;5-14 years;1;391205;26;42,6166533;6116;Generation Z
Serbia;2009;female;5-14 years;0;371233;0;42,6166533;6116;Generation Z
Serbia;2010;male;75+ years;204;218129;9352;39,4603577;5682;Silent
Serbia;2010;male;55-74 years;341;802176;4251;39,4603577;5682;Silent
Serbia;2010;female;75+ years;88;330923;2659;39,4603577;5682;Silent
Serbia;2010;male;35-54 years;252;982567;2565;39,4603577;5682;Generation X
Serbia;2010;male;25-34 years;77;520649;1479;39,4603577;5682;Generation X
Serbia;2010;female;55-74 years;128;929555;1377;39,4603577;5682;Silent
Serbia;2010;male;15-24 years;29;456237;636;39,4603577;5682;Millenials
Serbia;2010;female;35-54 years;64;1008522;635;39,4603577;5682;Generation X
Serbia;2010;female;25-34 years;18;505753;356;39,4603577;5682;Generation X
Serbia;2010;female;15-24 years;6;434665;138;39,4603577;5682;Millenials
Serbia;2010;female;5-14 years;0;367970;0;39,4603577;5682;Generation Z
Serbia;2010;male;5-14 years;0;387725;0;39,4603577;5682;Generation Z
Serbia;2011;male;75+ years;211;215193;9805;46,4667287;6734;Silent
Serbia;2011;male;55-74 years;316;847315;3729;46,4667287;6734;Boomers
Serbia;2011;female;75+ years;95;333972;2845;46,4667287;6734;Silent
Serbia;2011;male;35-54 years;276;982723;2809;46,4667287;6734;Generation X
Serbia;2011;male;25-34 years;77;501889;1534;46,4667287;6734;Millenials
Serbia;2011;female;55-74 years;142;970364;1463;46,4667287;6734;Boomers
Serbia;2011;female;35-54 years;77;1000759;769;46,4667287;6734;Generation X
Serbia;2011;male;15-24 years;28;439356;637;46,4667287;6734;Millenials
Serbia;2011;female;25-34 years;21;483724;434;46,4667287;6734;Millenials
Serbia;2011;female;15-24 years;11;416251;264;46,4667287;6734;Millenials
Serbia;2011;female;5-14 years;1;344544;29;46,4667287;6734;Generation Z
Serbia;2011;male;5-14 years;1;363937;27;46,4667287;6734;Generation Z
Serbia;2012;male;75+ years;199;220812;9012;40,7423139;5933;Silent
Serbia;2012;male;55-74 years;342;850478;4021;40,7423139;5933;Boomers
Serbia;2012;male;35-54 years;272;977855;2782;40,7423139;5933;Generation X
Serbia;2012;female;75+ years;85;338375;2512;40,7423139;5933;Silent
Serbia;2012;male;25-34 years;85;496790;1711;40,7423139;5933;Millenials
Serbia;2012;female;55-74 years;128;970977;1318;40,7423139;5933;Boomers
Serbia;2012;male;15-24 years;33;429268;769;40,7423139;5933;Millenials
Serbia;2012;female;35-54 years;72;993068;725;40,7423139;5933;Generation X
Serbia;2012;female;25-34 years;17;479177;355;40,7423139;5933;Millenials
Serbia;2012;female;15-24 years;9;408327;22;40,7423139;5933;Millenials
Serbia;2012;male;5-14 years;1;359823;28;40,7423139;5933;Generation Z
Serbia;2012;female;5-14 years;0;342224;0;40,7423139;5933;Generation Z
Serbia;2013;male;75+ years;185;222998;8296;45,5196509;6662;Silent
Serbia;2013;male;55-74 years;338;849852;3977;45,5196509;6662;Boomers
Serbia;2013;male;35-54 years;275;974469;2822;45,5196509;6662;Generation X
Serbia;2013;female;75+ years;62;345109;1797;45,5196509;6662;Silent
Serbia;2013;male;25-34 years;73;493013;1481;45,5196509;6662;Millenials
Serbia;2013;female;55-74 years;126;972962;1295;45,5196509;6662;Boomers
Serbia;2013;female;35-54 years;82;987642;83;45,5196509;6662;Generation X
Serbia;2013;male;15-24 years;29;419407;691;45,5196509;6662;Millenials
Serbia;2013;female;25-34 years;24;474010;506;45,5196509;6662;Millenials
Serbia;2013;female;15-24 years;2;397223;5;45,5196509;6662;Millenials
Serbia;2013;male;5-14 years;1;358022;28;45,5196509;6662;Generation Z
Serbia;2013;female;5-14 years;0;338133;0;45,5196509;6662;Generation Z
Serbia;2014;male;75+ years;190;226079;8404;44,2108064;6500;Silent
Serbia;2014;male;55-74 years;343;851225;4029;44,2108064;6500;Boomers
Serbia;2014;female;75+ years;86;349278;2462;44,2108064;6500;Silent
Serbia;2014;male;35-54 years;219;971340;2255;44,2108064;6500;Generation X
Serbia;2014;male;25-34 years;73;487583;1497;44,2108064;6500;Millenials
Serbia;2014;female;55-74 years;103;974430;1057;44,2108064;6500;Boomers
